did,name,kw,nr_attr,desc,feats
1042,gina_prior,image,784,**Author**: **Source**: Unknown - Date unknown **Please cite**: **Note: derived from MNIST?** Datasets from the Agnostic Learning vs. Prior Knowledge Challenge (http://www.agnostic,"pixel301, pixel123, pixel277, pixel693, pixel30, pixel540, pixel210, pixel632, pixel8, pixel263, pixel328, pixel719, pix"
1041,gina_prior2,image,784,**Author**: **Source**: Unknown - Date unknown **Please cite**: **Note: Identical to the MNIST dataset?** Datasets from the Agnostic Learning vs. Prior Knowledge Challenge (http://,"pixel301, pixel123, pixel277, pixel693, pixel30, pixel540, pixel210, pixel632, pixel8, pixel263, pixel328, pixel719, pix"
1038,gina_agnostic,image,970,**Author**: [Isabelle Guyon](isabelle@clopinet.com) **Source**: [Agnostic Learning vs. Prior Knowledge Challenge](http://www.agnostic.inf.ethz.ch) **Please cite**: None Dataset fro,"attr161, attr833, attr487, attr712, attr149, attr90, attr608, attr538, attr20, attr210, attr263, attr587, attr870, attr6"
42334,digits_wrote,unknown,784,Is some hand drawn digits with labels that are 1 or 0,"pixel301, pixel123, pixel277, pixel693, pixel30, pixel540, pixel210, pixel632, pixel8, pixel263, pixel328, pixel719, pix"
42882,dgf_test,unknown,4,dgf_test,"type-de-ligne, date, nom-de-la-ligne, date_annees, nombre-de-voyages"
44232,UCI_churn,unknown,20,No description available,"total night charge, customer service calls, area code, total night minutes, total intl calls, total eve calls, phone num"
40978,Internet-Advertisements,image,1000,**Author**: Nicholas Kushmerick **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/Internet+Advertisements) - 1998 **Please cite**: ### Description __Changes to version 1:__ ,"ancurl.ie, url.ran.gifs, ancurl.e.html, origurl.irish.times.com, origurl.hem1.passagen.se, url.ran.org, url.www.access.c"
40678,led7,unknown,7,led7-pmlb,"attribute#3, attribute#6, attribute#5, class, attribute#4, attribute#1, attribute#7, attribute#2"
40677,led24,unknown,24,led24-pmlb,"irrelevant14, irrelevant15, irrelevant11, attribute#1, irrelevant9, irrelevant16, irrelevant5, irrelevant10, class, attr"
3,kr-vs-kp,education,36,Author: Alen Shapiro Source: [UCI](https://archive.ics.uci.edu/ml/datasets/Chess+(King-Rook+vs.+King-Pawn)) Please cite: [UCI citation policy](https://archive.ics.uci.edu/ml/citati,"bkxwp, rimmx, wkovl, bkxcr, wkcti, bkona, bkspr, wkpos, rxmsq, reskd, dwipd, bkxbq, simpl, class, dsopp, katri, spcop, b"
953,splice,unknown,60,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"attribute_58, attribute_24, attribute_43, attribute_54, attribute_56, attribute_60, attribute_6, attribute_32, attribute"
40670,dna,biology,180,"**Author**: Ross King, based on data from Genbank 64.1 **Source**: [MLbench](https://www.rdocumentation.org/packages/mlbench/versions/2.1-1/topics/DNA). Originally from the StatLog","A38, A178, A141, A155, A145, A126, A71, A117, A148, A31, A113, A51, A7, A77, A27, A173, A89, A95, A103, A138, A54, A134,"
46737,agriculture_dataset_karnataka,unknown,11,"Data Description The dataset you've provided appears to capture agricultural data for Karnataka, specifically focusing on crop yields in Mangalore. Key features include the year of","Humidity, Area, price, Irrigation, yeilds, Location, Temperature, Crops, Rainfall, Soil type, Season, Year"
41158,gina,social,970,"The goal of this challenge is to expose the research community to real world datasets of interest to 4Paradigm. All datasets are formatted in a uniform way, though the type of data","V370, V506, V668, V898, V170, V412, V199, V453, V701, V738, V205, V645, V793, V965, V375, V313, V260, V47, V623, V316, V"
41144,madeline,social,259,"The goal of this challenge is to expose the research community to real world datasets of interest to 4Paradigm. All datasets are formatted in a uniform way, though the type of data","V213, V170, V199, V236, V13, V23, V50, V104, V118, V77, V76, V120, V86, V164, V112, V15, V165, V47, V1, V68, V54, V138, "
737,space_ga,unknown,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"EDUCATION, ln(VOTES/POP), XCOORD, INCOME, binaryClass, HOUSES, POP"
45059,sick,health,22,"Thyroid disease records supplied by the Garavan Institute and J. Ross Quinlan, New South Wales Institute, Syndney, Australia. 1987.","query_hypothyroid, referral_source, TT4, query_hyperthyroid, pregnant, TSH, query_on_thyroxine, on_antithyroid_medicatio"
41143,jasmine,health,144,"SOURCE: [ChaLearn Automatic Machine Learning Challenge (AutoML)](https://competitions.codalab.org/competitions/2321), [ChaLearn](https://automl.chalearn.org/data) This is a ""superv","V13, V23, V50, V104, V118, V77, V76, V120, V86, V112, V15, V47, V1, V68, V54, V138, V11, V129, V27, V100, V135, V46, V70"
40476,thyroid-allhypo,health,26,"General Description of Thyroid Disease Databases and Related Files This directory contains 6 databases, corresponding test set, and corresponding documentation. They were left at t","V26, V13, V23, V10, Class, V24, V15, V1, V17, V6, V22, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20, V2"
40478,thyroid-dis,health,26,"General Description of Thyroid Disease Databases and Related Files This directory contains 6 databases, corresponding test set, and corresponding documentation. They were left at t","V26, V13, V23, V10, Class, V24, V15, V1, V17, V6, V22, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20, V2"
40477,thyroid-allrep,health,26,"General Description of Thyroid Disease Databases and Related Files This directory contains 6 databases, corresponding test set, and corresponding documentation. They were left at t","V26, V13, V23, V10, Class, V24, V15, V1, V17, V6, V22, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20, V2"
40475,thyroid-allhyper,health,26,"General Description of Thyroid Disease Databases and Related Files This directory contains 6 databases, corresponding test set, and corresponding documentation. They were left at t","V26, V13, V23, V10, Class, V24, V15, V1, V17, V6, V22, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20, V2"
40474,thyroid-allbp,health,26,UCI Thyroid allbp dataset.,"V26, V13, V23, V10, Class, V24, V15, V1, V17, V6, V22, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20, V2"
42530,Midwest_Survey,unknown,27,The midwest survey dataset contain individual responses from surveys about regional identification conducted for FiveThirtyEight by SurveyMonkey.,"Education, Kentucky_in_MW?, Oklahoma_in_MW?, Age, Gender, Wisconsin_in_MW?, Nebraska_in_MW?, South_Dakota_in_MW?, Minnes"
1485,madelon,unknown,500,"**Author**: Isabelle Guyon **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/madelon) **Please cite**: Isabelle Guyon, Steve R. Gunn, Asa Ben-Hur, Gideon Dror, 2004. Result ","V370, V170, V412, V199, V453, V205, V375, V313, V260, V47, V316, V360, V386, V129, V158, V344, V465, V500, V276, V135, V"
46956,seismic-bumps,sensor_signal,15,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"HighEnergySeismicBump, seismoacoustic, shift, ghazard, nbumps, nbumps5, energy, nbumps3, gdpuls, maxenergy, seismic, nbu"
43980,wine,finance,11,"Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the ""classification on numerical featu","chlorides, fixed acidity, density, quality, alcohol, citric acid, sulphates, free sulfur dioxide, total sulfur dioxide, "
1487,ozone-level-8hr,education,72,"**Author**: Kun Zhang, Wei Fan, XiaoJing Yuan **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/ozone+level+detection) **Please cite**: Forecasting skewed biased stochastic","V26, V69, V66, V13, V23, V50, V10, V45, Class, V24, V28, V34, V52, V15, V47, V1, V55, V68, V17, V54, V6, V60, V32, V22, "
46564,Apple_Stock_Price_Trends_Classification,finance,22,# Apple Stock Price Trend Prediction Dataset (2014-2023) ## Dataset Overview Apple stock prices from years 2014 to 2023. This dataset can be used to predict price trend for next da,"rsi_7, month, ema_50, atr_7, open, close, weekday, sma_100, truerange, ema_100, cci_7, target, year, macd, day, rsi_14, "
46951,Pumpkin_Seeds,unknown,12,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"Compactness, Aspect_Ration, Major_Axis_Length, Area, Minor_Axis_Length, Convex_Area, Eccentricity, Extent, Perimeter, Eq"
1548,autoUniv-au4-2500,text,100,**Author**: Ray. J. Hickey **Source**: UCI **Please cite**: * Dataset Title: AutoUniv Dataset data problem: autoUniv-au4-2500 * Abstract: AutoUniv is an advanced data generator for,"V13, V23, V50, V77, V76, V86, V15, V47, V1, V68, V54, V11, V27, V100, V46, V70, V92, V42, V57, V2, V71, V48, V39, V30, V"
316,yeast_ml8,biology,116,**Author**: **Source**: Unknown - **Please cite**: Yeast dataset Past Usage: André Elisseeff and Jason Weston. A kernel method for multi-labelled classification. In Thomas G. Diett,"attr19, attr58, attr90, attr20, attr101, attr97, attr44, attr11, class11, class13, attr32, attr77, attr31, attr66, attr8"
312,scene,image,299,"**Author**: Matthew R. Boutell, Jiebo Luo, Xipeng Shen, and Christopher M. Brown. **Source**: [Mulan](http://mulan.sourceforge.net/datasets-mlc.html) **Please cite**: ### Descripti","attr161, attr166, attr174, attr274, attr19, attr149, attr58, attr90, attr244, attr260, attr200, attr20, attr210, attr263"
46930,hazelnut-spread-contaminant-detection,unknown,30,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"s23, s26, s36, s24, s42, Contaminated, s35, s52, s15, s14, s41, s51, s64, s61, s12, s53, s65, s16, s54, s45, s34, s21, s"
45968,BraidFlowSessionLevel,health,123,"Entering a cognitive state of flow is a natural response of the mind that allows people to fully concentrate and cope with tedious, and often repetitive tasks. Understanding how to","emg_tonic_energy, braiding_statistics_revwork, heartrate_mean, disk_speed_mean_lateral, disk_heading_rhythm_10, heartrat"
36,segment,image,19,"**Author**: University of Massachusetts Vision Group, Carla Brodley **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/image+segmentation) - 1990 **Please cite**: [UCI](http:","short-line-density-5, value-mean, vedge-mean, region-centroid-col, hedge-sd, exgreen-mean, region-pixel-count, class, ex"
46940,Marketing_Campaign,social,25,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"AcceptedCmp4, Marital_Status, Recency, NumCatalogPurchases, NumWebPurchases, Education, MntFishProducts, Income, Accepte"
40704,Titanic,unknown,3,"PMLB version of the Titanic dataset, which only uses 3 features. See version 1 for the complete version: https://www.openml.org/d/40945","Class, Age, class, Sex"
772,quake,unknown,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"latitude, longitude, binaryClass, focal_depth"
46863,Fetal_cardiotocography_dataset,health,36,2126 fetal cardiotocograms (CTGs) were automatically processed and the respective diagnostic features measured. The CTGs were also classified by three expert obstetricians and a co,"LD, FS, LBE, UC, Mean, A, Min, e, C, Nmax, Width, ASTV, DP, Median, MSTV, LB, Variance, NSP, D, FM, b, DR, B, Nzeros, Ma"
1560,cardiotocography,unknown,35,"**Author**: J. P. Marques de Sá, J. Bernardes, D. Ayers de Campos. **Source**: [original](http://www.openml.org/d/1466) - UCI **Please cite**: A 3-class version of Cardiotocography","V26, V13, V23, V10, Class, V24, V28, V34, V15, V1, V17, V6, V32, V22, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16, V2,"
46597,Estimation_of_Obesity_Levels,unknown,16,"This dataset include data for the estimation of obesity levels in individuals from the countries of Mexico, Peru and Colombia, based on their eating habits and physical condition. ","CAEC, CH2O, NCP, SCC, FAF, CALC, Weight, MTRANS, NObeyesdad, TUE, Age, Gender, FAVC, FCVC, family_history_with_overweigh"
1067,kc1,education,21,"**Author**: Mike Chapman, NASA **Source**: [tera-PROMISE](http://openscience.us/repo/defect/mccabehalsted/kc1.html) - 2004 **Please cite**: Sayyad Shirabad, J. and Menzies, T.J. (2","total_Op, uniq_Opnd, ev(g), lOBlank, branchCount, total_Opnd, e, t, loc, d, lOCode, defects, uniq_Op, v, b, v(g), locCod"
914,balloon,unknown,1,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"raw, binaryClass, id"
44431,jannis_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,54,Subsampling of the dataset jannis (44131) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def ,"V26, V13, V23, V50, V10, V45, V24, V28, V34, V52, V15, V47, V1, V17, V54, V6, V32, V22, V40, class, V31, V11, V8, V19, V"
44415,MiniBooNE_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,50,Subsampling of the dataset MiniBooNE (44128) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python d,"ParticleID_48, ParticleID_12, ParticleID_6, ParticleID_21, ParticleID_30, ParticleID_45, ParticleID_42, ParticleID_18, P"
1020,mfeat-karhunen,unknown,64,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att50, att43, att35, att9, att44, att12, att59, att5, att20, att26, att37, att55, att52, att58, att16, att39, att51, att"
44400,MagicTelescope_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,10,Subsampling of the dataset MagicTelescope (44125) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```pyt,"fDist:, fConc1:, fM3Trans:, fM3Long:, fLength:, fWidth:, class, fAsym:, fSize:, fAlpha:, fConc:"
44460,compass_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,17,Subsampling of the dataset compass (44162) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"juv_fel_count, priors_count, v_decile_score, juv_other_count, race, score_text, v_type_of_assessment, decile_score.1, c_"
12,mfeat-factors,image,216,"**Author**: Robert P.W. Duin, Department of Applied Physics, Delft University of Technology **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Multiple+Features) - 1998 **Pl","att126, att67, att155, att197, att9, att104, att12, att205, att134, att162, att5, att26, att130, att185, att196, att207,"
1022,mfeat-pixel,unknown,240,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att126, att67, att155, att236, att197, att9, att104, att12, att205, att134, att162, att5, att26, att130, att185, att196,"
44433,electricity_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,8,Subsampling of the dataset electricity (44156) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python,"period, vicprice, nswprice, class, nswdemand, day, date, vicdemand, transfer"
44443,covertype_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,54,Subsampling of the dataset covertype (44159) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python d,"Soil_Type38, Soil_Type40, Horizontal_Distance_To_Hydrology, Horizontal_Distance_To_Fire_Points, Elevation, Soil_Type13, "
18,mfeat-morphological,image,6,"**Author**: Robert P.W. Duin, Department of Applied Physics, Delft University of Technology **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Multiple+Features) - 1998 **Pl","att2, att4, class, att6, att1, att3, att5"
44723,adult_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,14,Subsampling of the dataset adult (1590) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"capital-gain, occupation, race, native-country, relationship, class, workclass, marital-status, sex, age, education, hou"
44685,christine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset christine (41142) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python d,"V1229, V1363, V86, V1170, V165, V599, V617, V676, V1116, V993, V158, V663, V761, V1389, V1366, V476, V928, V323, V171, V"
44693,Satellite_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,36,Subsampling of the dataset Satellite (40900) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python d,"V26, V13, V23, V10, V24, V28, V34, V15, Target, V1, V17, V6, V32, V22, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16, V3"
44699,Fashion-MNIST_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset Fashion-MNIST (40996) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```pyth,"pixel652, pixel643, pixel274, pixel655, pixel364, pixel191, pixel240, pixel546, pixel714, pixel217, pixel322, pixel569, "
44703,connect-4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,42,Subsampling of the dataset connect-4 (40668) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python d,"g6, a6, b2, c5, e3, a1, b6, b1, c4, e1, e2, b5, d3, c1, f1, f2, d4, c3, e6, f5, class, a5, f4, a4, c2, e4, c6, e5, d1, a"
995,mfeat-zernike,unknown,47,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att43, att35, att9, att44, att12, att5, att20, att26, att37, att16, att39, att7, att10, att14, att33, att11, att8, att17"
44668,GesturePhaseSegmentationProcessed_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,32,Subsampling of the dataset GesturePhaseSegmentationProcessed (4538) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following s,"X32, X19, X17, X23, X24, X14, X21, X5, X30, X22, X6, X26, X10, X16, Phase, X1, X3, X29, X25, X31, X4, X11, X27, X8, X7, "
971,mfeat-fourier,unknown,76,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att67, att9, att12, att5, att26, att56, att14, att11, att2, att31, att64, att1, att22, att21, att40, att65, att59, att37"
44713,nomao_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset nomao (1486) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"V13, V23, V50, V104, V118, V76, V86, V112, V47, V1, V68, V11, V27, V100, V46, V113, V108, V92, V42, V57, V2, V71, V48, V"
44677,PhishingWebsites_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,30,Subsampling of the dataset PhishingWebsites (4534) with seed=4 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```py,"Page_Rank, Links_in_tags, double_slash_redirecting, HTTPS_token, Abnormal_URL, Statistical_report, port, SFH, having_IP_"
44678,sylvine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,20,Subsampling of the dataset sylvine (41146) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"V13, V10, V15, V1, V17, V6, class, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
44645,kr-vs-kp_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,36,Subsampling of the dataset kr-vs-kp (3) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"bkxwp, rimmx, wkovl, bkxcr, wkcti, bkona, bkspr, wkpos, rxmsq, reskd, dwipd, bkxbq, simpl, class, dsopp, katri, spcop, b"
44661,churn_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,20,Subsampling of the dataset churn (40701) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def s,"account_length, total_day_minutes, area_code, total_intl_charge, total_intl_minutes, total_eve_charge, total_night_calls"
44657,Bioresponse_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset Bioresponse (4134) with seed=4 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python ,"D1657, D382, D238, D203, D1025, D835, D1219, D139, D1588, D983, D337, D679, D1762, D982, D646, D48, target, D1583, D1425"
44629,kc1_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,21,Subsampling of the dataset kc1 (1067) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def subs,"total_Op, uniq_Opnd, ev(g), lOBlank, branchCount, total_Opnd, e, t, loc, d, lOCode, defects, uniq_Op, v, b, v(g), locCod"
44740,robert_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset robert (41165) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def ,"V4267, V4075, V2381, V3015, V5960, V6409, V278, V6610, V2121, V4965, V3973, V3415, V2378, V6670, V2941, V4005, V4875, V5"
44748,guillermo_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset guillermo (41159) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python d,"V3620, V23, V1132, V1170, V1657, V1378, V1134, V2292, V317, V3084, V2038, V70, V2747, V1664, V1620, V975, V3652, V3841, "
44566,philippine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset philippine (41145) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python ,"V170, V261, V205, V104, V120, V76, V68, V1, V138, V159, V70, V113, V177, V273, V211, V2, V215, V243, V39, V258, V202, V2"
44568,ada_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,48,Subsampling of the dataset ada (41156) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def sub,"V26, V13, V23, V10, V45, V24, V28, V34, V15, V47, V1, V17, V6, V32, V22, V40, class, V31, V11, V8, V19, V27, V3, V4, V46"
44633,segment_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,16,Subsampling of the dataset segment (40984) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"rawgreen.mean, saturation.mean, rawblue.mean, intensity.mean, vegde.sd, exred.mean, hedge.sd, exgreen.mean, value.mean, "
44558,madeline_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset madeline (41144) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python de,"V213, V236, V13, V50, V164, V104, V205, V86, V112, V1, V54, V138, V159, V185, V129, V100, V224, V211, V2, V215, V30, V25"
44638,dna_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset dna (40670) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def sub,"A155, A145, A126, A51, A138, A134, A129, A90, A128, A131, A66, A157, A28, A83, A61, A147, A162, A78, A46, A2, A42, A153,"
44527,jasmine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset jasmine (41143) with seed=4 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"V13, V23, V50, V104, V77, V76, V86, V112, V15, V47, V68, V54, V138, V11, V129, V27, V100, V135, V46, V70, V113, V108, V4"
44528,airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,7,Subsampling of the dataset airlines (1169) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"DayOfWeek, Time, Length, Delay, Flight, AirportTo, Airline, AirportFrom"
44544,gina_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset gina (41158) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"V77, V577, V456, V112, V856, V926, V185, V113, V108, V275, V826, V57, V772, V673, V273, V242, V766, V445, V883, V228, V1"
44513,dilbert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset dilbert (41163) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"V453, V1648, V1429, V1133, V514, V1351, V1618, V1652, V1665, V1333, V1774, V1919, V11, V740, V780, V1569, V1758, V754, V"
44419,Higgs_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,24,Subsampling of the dataset Higgs (44129) with seed=2 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def s,"jet_1_pt, lepton_pT, missing_energy_magnitude, jet_3_pt, missing_energy_phi, m_jj, jet_3_eta, jet_4_eta, jet_2_phi, m_bb"
44454,road-safety_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,32,Subsampling of the dataset road-safety (44161) with seed=1 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python,"Engine_Capacity_(CC), Sex_of_Driver, Age_of_Driver, Vehicle_Reference_df, Location_Northing_OSGR, Casualty_IMD_Decile, L"
44518,fabert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset fabert (41164) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def ,"V104, V25, V290, V691, V313, V260, V68, V497, V623, V54, V651, V360, V495, V129, V468, V608, V523, V280, V752, V520, V57"
44777,sf-police-incidents_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,8,Subsampling of the dataset sf-police-incidents (42732) with seed=4 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: `,"DayOfWeek, ViolentCrime, PdDistrict, Month, Address, Hour, X, Y, Year"
46752,student_lifestyle_dataset,education,7,Daily Lifestyle and Academic Performance of Students About Dataset This dataset provides a detailed view of student lifestyle patterns and their correlation with academic performan,"Student_ID, Study_Hours_Per_Day, GPA, Stress_Level, Sleep_Hours_Per_Day, Social_Hours_Per_Day, Extracurricular_Hours_Per"
44733,volkert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset volkert (41166) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def,"V170, V23, V164, V86, V112, V15, V165, V47, V1, V68, V54, V159, V11, V129, V158, V27, V166, V135, V46, V70, V108, V92, V"
44756,riccardo_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,100,Subsampling of the dataset riccardo (41161) with seed=3 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python de,"V2548, V965, V1354, V1240, V138, V2479, V1116, V360, V1333, V1774, V591, V2745, V1397, V762, V166, V2018, V731, V754, V6"
44488,wilt_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,finance,5,Subsampling of the dataset wilt (40983) with seed=0 args.nrows=2000 args.ncols=100 args.nclasses=10 args.no_stratify=True Generated with the following source code: ```python def su,"Mean_NIR, GLCM_Pan, class, Mean_G, SD_Plan, Mean_R"
